week_end,votes_count,proposals_count
2022-06-05,0,0
2022-06-12,0,0
2022-06-19,0,0
2022-06-26,0,0
2022-07-03,0,0
2022-07-10,0,0
2022-07-17,0,0
2022-07-24,0,0
2022-07-31,0,0
2022-08-07,0,0
2022-08-14,0,0
2022-08-21,0,0
2022-08-28,0,0
2022-09-04,0,0
2022-09-11,0,0
2022-09-18,0,0
2022-09-25,0,0
2022-10-02,0,0
2022-10-09,0,0
2022-10-16,0,0
2022-10-23,0,0
2022-10-30,0,0
2022-11-06,0,0
2022-11-13,0,0
2022-11-20,0,0
2022-11-27,1,0
2022-12-04,0,0
2022-12-11,0,0
2022-12-18,0,0
2022-12-25,0,0
2023-01-01,0,0
2023-01-08,1,0
2023-01-15,1,0
2023-01-22,0,0
2023-01-29,0,0
2023-02-05,2,0
2023-02-12,1,0
2023-02-19,0,0
2023-02-26,0,0
2023-03-05,0,0
2023-03-12,1,0
2023-03-19,0,0
2023-03-26,3,0
2023-04-02,2,0
2023-04-09,0,0
2023-04-16,0,0
2023-04-23,0,0
2023-04-30,0,0
2023-05-07,3,0
2023-05-14,0,0
2023-05-21,0,0
2023-05-28,0,0
2023-06-04,0,0
2023-06-11,0,0
2023-06-18,2,0
2023-06-25,0,0
2023-07-02,0,0
2023-07-09,0,0
2023-07-16,1,0
2023-07-23,0,0
2023-07-30,1,0
2023-08-06,1,0
2023-08-13,2,0
2023-08-20,0,0
2023-08-27,0,0
2023-09-03,1,0
2023-09-10,0,0
2023-09-17,2,0
2023-09-24,1,0
2023-10-01,0,0
2023-10-08,0,0
2023-10-15,0,0
2023-10-22,0,0
2023-10-29,0,0
2023-11-05,0,0
2023-11-12,0,0
2023-11-19,0,0
2023-11-26,0,0
2023-12-03,0,0
2023-12-10,0,0
2023-12-17,0,0
2023-12-24,0,0
2023-12-31,0,0
2024-01-07,0,0
2024-01-14,0,0
2024-01-21,0,0
2024-01-28,0,0
2024-02-04,0,0
2024-02-11,0,0
2024-02-18,0,0
2024-02-25,0,0
2024-03-03,0,0
2024-03-10,0,0
2024-03-17,0,0
2024-03-24,0,0
2024-03-31,0,0
2024-04-07,0,0
2024-04-14,0,0
2024-04-21,0,0
2024-04-28,0,0
2024-05-05,0,0
2024-05-12,0,0
2024-05-19,0,0
2024-05-26,0,0
2024-06-02,0,0
2024-06-09,0,0
2024-06-16,0,0
2024-06-23,0,0
2024-06-30,0,0
2024-07-07,0,0
2024-07-14,0,0
2024-07-21,0,0
2024-07-28,0,0
2024-08-04,0,0
2024-08-11,0,0
2024-08-18,0,0
2024-08-25,0,0
2024-09-01,0,0
2024-09-08,0,0
2024-09-15,0,0
2024-09-22,0,0
2024-09-29,0,0
2024-10-06,0,0
